name,spellLevel,shortDescription,"Cleric, Druid, Wizard Scroll Cost",Sorcerer Scroll Cost,Bard Scroll Cost,"Paladin, Ranger Scroll Cost",Lowest Scroll Cost
Scroll of Twilight Knife,"sorcerer/wizard 3, witch 3, bloodrager 3, occultist 3, psychic 3, spiritualist 3",Floating knife attacks with you.,375.0,450.0,0.0,0.0,375.0
Scroll of Versatile Weapon,"bard 2, ranger 2, sorcerer/wizard 3, magus 3, bloodrager 3, occultist 2, psychic 3",Weapon bypasses some DR.,375.0,450.0,200.0,200.0,200.0
Scroll of Countless Eyes,"alchemist 3, inquisitor 3, sorcerer/wizard 3, witch 3, bloodrager 3, occultist 3, psychic 3",Extra eyes give all-around vision.,375.0,450.0,0.0,0.0,375.0
Scroll of Distracting Cacophony,"bard 2, sorcerer/wizard 3, psychic 3",Noise makes it difficult to cast.,375.0,450.0,200.0,0.0,200.0
Scroll of Eldritch Fever,"inquisitor 3, sorcerer/wizard 3, witch 3, psychic 3",Target gains the eldritch ague spellblight.,375.0,450.0,0.0,0.0,375.0
Scroll of Excruciating Deformation,"sorcerer/wizard 3, witch 3, bloodrager 3, psychic 3",Target takes Dex and Con damage.,375.0,450.0,0.0,0.0,375.0
Scroll of Force Punch,"magus 3, sorcerer/wizard 3, bloodrager 3, psychic 3, spiritualist 3",Target takes 1d4 force damage per level and is pushed away.,375.0,450.0,0.0,0.0,375.0
Scroll of Loathsome Veil,"sorcerer/wizard 3, witch 3, psychic 3, mesmerist 3",Nauseate and/or sicken weak creatures.,375.0,450.0,0.0,0.0,375.0
Scroll of Marionette Possession,"alchemist 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3, psychic 3, mesmerist 3","As magic jar, but limited to line of sight.",375.0,450.0,0.0,0.0,375.0
Scroll of Strangling Hair,"sorcerer/wizard 3, witch 3, psychic 3",Your hair animates and grapples.,375.0,450.0,0.0,0.0,375.0
Scroll of Tap Inner Beauty,"bard 1, cleric/oracle 1, witch 1",,25.0,0.0,25.0,0.0,25.0
Scroll of Burst of Speed,"alchemist 3, antipaladin 3, magus 3, inquisitor 3, paladin 3, ranger 3, bloodrager 3, psychic 3, medium 3","You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are.",0.0,0.0,0.0,525.0,525.0
"Scroll of Darkvision, Communal","alchemist 3, antipaladin 3, ranger 4, sorcerer/wizard 3, occultist 3, psychic 3","As darkvision, but you may divide the duration among creatures touched.",375.0,450.0,0.0,1000.0,375.0
Scroll of Healing Thief,"sorcerer/wizard 3, witch 3, occultist 3, psychic 3, mesmerist 1",You siphon half of all magical healing that the targeted creature receives.,375.0,450.0,0.0,0.0,375.0
Scroll of Hostile Levitation,"sorcerer/wizard 3, witch 3, bloodrager 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3, medium 2",Levitates the targeted creature up off the ground.,375.0,450.0,0.0,0.0,375.0
Scroll of Detect Radiation,"bard 1, cleric/oracle 1, druid 1, ranger 1, sorcerer/wizard 1",,25.0,25.0,25.0,25.0,25.0
"Scroll of Protection from Arrows, Communal","alchemist 3, sorcerer/wizard 3, summoner/unchained summoner 3, psychic 3","As protection from arrows, but you may divide the duration among creatures touched.",375.0,450.0,0.0,0.0,375.0
Scroll of Resinous Skin,"alchemist 3, druid 3, sorcerer/wizard 3, bloodrager 3, psychic 3",You gain DR 5/piercing and +4 to CMD against disarm attempts.,375.0,450.0,0.0,0.0,375.0
"Scroll of Spider Climb, Communal","alchemist 3, druid 3, sorcerer/wizard 3, summoner/unchained summoner 3, occultist 3, psychic 3","As spider climb, but you may divide the duration among creatures touched.",375.0,450.0,0.0,0.0,375.0
Scroll of Touch Injection,"alchemist 2, sorcerer/wizard 3, psychic 3","You can deliver an infusion, elixir, poison, or potion as a touch attack.",375.0,450.0,0.0,0.0,375.0
Scroll of Minor Dream,"alchemist 2, bard 3, sorcerer/wizard 3, witch 2, psychic 3, mesmerist 3, medium 2",,375.0,450.0,525.0,0.0,375.0
Scroll of Fearsome Duplicate,"bard 3, inquisitor 3, sorcerer/wizard 3, witch 3, psychic 3, mesmerist 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Adjustable Disguise,"alchemist 3, antipaladin 3, bard 3, inquisitor 3, sorcerer/wizard 3, witch 3, occultist 3, psychic 3, mesmerist 3, medium 3","As disguise self, but you can change the disguise as a swift action.",375.0,450.0,525.0,0.0,375.0
Scroll of Anchored Step,"alchemist 3, druid 3, shaman 3, sorcerer/wizard 3, witch 3, psychic 3",Vines beneath your feet stabilize you but slow you down.,375.0,450.0,0.0,0.0,375.0
Scroll of Contingent Action,"bard 3, sorcerer/wizard 3, psychic 3","Set the condition for triggering a target’s readied standard, move, or swift action.",375.0,450.0,525.0,0.0,375.0
Scroll of Calm Animals,"druid 1, ranger 1, shaman 1, psychic 1",Calms 2d4 + level HD of animals.,25.0,0.0,0.0,25.0,25.0
Scroll of Starsight,"alchemist 1, bard 1, cleric/oracle 1, druid 1, ranger 1, sorcerer/wizard 1, witch 1",,25.0,25.0,25.0,25.0,25.0
Scroll of Wall Of Nausea,"bard 3, sorcerer/wizard 3, psychic 3",Creatures that pass through the wall are nauseated and might fall prone.,375.0,450.0,525.0,0.0,375.0
Scroll of Isolate,"antipaladin 3, bard 3, inquisitor 3, sorcerer/wizard 3, witch 3, psychic 3, mesmerist 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Ears Of The City,"bard 1, cleric/oracle 1, inquisitor 1, shaman 1, sorcerer/wizard 1, witch 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Charm Person,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",Makes one person your friend.,25.0,25.0,25.0,0.0,25.0
Scroll of Charm Animal,"druid 1, ranger 1, shaman 1, psychic 1",Makes one animal your friend.,25.0,0.0,0.0,25.0,25.0
"Scroll of Confusion, Lesser","bard 1, psychic 1, mesmerist 1, medium 1", One creature is confused for 1 round.,0.0,0.0,25.0,0.0,25.0
Scroll of Ectoplasmic Snare,"magus 3, psychic 3, shaman 3, sorcerer/wizard 3, spiritualist 3",Tendril of ectoplasm grapples a creature and tethers you to it.,375.0,450.0,0.0,0.0,375.0
Scroll of Hypnotism,"bard 1, sorcerer/wizard 1, witch 1, occultist 1, psychic 1, mesmerist 1",Fascinates 2d4 HD of creatures.,25.0,25.0,25.0,0.0,25.0
Scroll of Sleep,"bard 1, sorcerer/wizard 1, witch 1, shaman 1, occultist 1, psychic 1, mesmerist 1",Puts 4 HD of creatures into magical slumber.,25.0,25.0,25.0,0.0,25.0
Scroll of Beguiling Gift,"bard 1, witch 1, psychic 1, mesmerist 1",Subject immediately accepts an offered,0.0,0.0,25.0,0.0,25.0
Scroll of Mental Barrier II,psychic 3,"As mental barrier I, but +6 to AC.",0.0,0.0,0.0,0.0,0.0
Scroll of Speak Local Language,"bard 1, cleric/oracle 1, inquisitor 1, ranger 1, sorcerer/wizard 1, witch 1",,25.0,25.0,25.0,25.0,25.0
Scroll of Mindscape Door,"medium 3, mesmerist 3, psychic 3, sorcerer/wizard 4",Create a portal allowing entry to and exit from a mindscape.,700.0,800.0,0.0,0.0,700.0
Scroll of Node Of Blasting,"medium 3, mesmerist 3, occultist 2, psychic 3",Place a trap on an object to mentally damage a creature that touches it.,0.0,0.0,0.0,0.0,0.0
"Scroll of Object Possession, Lesser","medium 2, mesmerist 3, occultist 2, psychic 3, sorcerer/wizard 4, spiritualist 3, witch 4","Project your soul into an object, animating it.",700.0,800.0,0.0,0.0,700.0
Scroll of Purge Spirit,"medium 2, occultist 2, psychic 3, sorcerer/wizard 4, spiritualist 2, witch 4",Deal 1d6 points of damage per level to one haunt or spirit creature and stagger it.,700.0,800.0,0.0,0.0,700.0
Scroll of Ill Omen,"witch 1, psychic 1, mesmerist 1, medium 1",Target rolls twice for checks and attacks and uses worst roll.,0.0,0.0,0.0,0.0,0.0
Scroll of Synesthesia,"mesmerist 3, psychic 3","Target moves at half speed, takes penalties, and has trouble casting spells.",0.0,0.0,0.0,0.0,0.0
Scroll of Telekinetic Maneuver,"magus 4, psychic 3, sorcerer/wizard 4, spiritualist 4",Perform a telekinetic combat maneuver.,700.0,800.0,0.0,0.0,700.0
Scroll of Thought Shield II,psychic 3,"As thought shield I, but +6 on Will saves.",0.0,0.0,0.0,0.0,0.0
Scroll of Martial Telekinesis,"magus 4, occultist 4, psychic 3, sorcerer/wizard 4, spiritualist 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Unwitting Ally,"bard 0, psychic 1, mesmerist 0",Subject is considered ally for 1 round.,0.0,0.0,12.5,0.0,12.5
Scroll of Dream Shield,"alchemist 2, bard 2, medium 2, mesmerist 2, psychic 3, shaman 2, sorcerer/wizard 4, witch 4",,700.0,800.0,200.0,0.0,200.0
Scroll of Bungle,"sorcerer/wizard 1, witch 1, psychic 1, mesmerist 1",Target takes a –20 penalty on its next attack roll or check.,25.0,25.0,0.0,0.0,25.0
Scroll of Quell Energy,"druid 3, inquisitor 3, occultist 3, psychic 3, shaman 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Authenticating Gaze,"alchemist 1, cleric/oracle 1, inquisitor 1, occultist 1, sorcerer/wizard 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Delusional Pride,"bard 1, sorcerer/wizard 1, witch 1, psychic 1, mesmerist 1, medium 1",Target is penalized on attacks and checks but gains bonus against charms and compulsions.,25.0,25.0,25.0,0.0,25.0
Scroll of Shadow Enchantment,"bard 3, mesmerist 3, psychic 3, sorcerer/wizard 3",,375.0,450.0,525.0,0.0,375.0
"Scroll of Guardian Monument, Lesser","bard 3, inquisitor 3, magus 3, occultist 3, paladin 3, psychic 3, shaman 4, sorcerer/wizard 3, witch 3",,375.0,450.0,525.0,525.0,375.0
Scroll of Deft Digits,"bard 3, medium 3, occultist 3, psychic 3, sorcerer/wizard 3, spiritualist 3, summoner/unchained summoner 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Detect The Faithful,"antipaladin 1, cleric/oracle 1, druid 1, inquisitor 1, paladin 1, ranger 1, shaman 1",Find others of the same faith.,25.0,0.0,0.0,25.0,25.0
Scroll of Fumbletongue,"bard 1, witch 1, psychic 1, mesmerist 1",Target cannot speak intelligently.,0.0,0.0,25.0,0.0,25.0
Scroll of Tough Crowd,"bard 4, inquisitor 4, mesmerist 4, psychic 3, sorcerer/wizard 4, witch 3",,700.0,800.0,1000.0,0.0,700.0
Scroll of Motes Of Dusk And Dawn,"bard 3, magus 3, medium 3, mesmerist 3, occultist 3, psychic 3, shaman 3, sorcerer/wizard 3, witch 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Mydriatic Spontaneity,"bard 3, mesmerist 3, psychic 3, sorcerer/wizard 4, witch 4",,700.0,800.0,525.0,0.0,525.0
Scroll of Audiovisual Hallucination,"bard 3, magus 3, medium 2, mesmerist 3, occultist 3, psychic 3, sorcerer/wizard 3",Create a phantasm with auditory and visual effects.,375.0,450.0,525.0,0.0,375.0
Scroll of Unprepared Combatant,"bard 1, sorcerer/wizard 1, witch 1, psychic 1, mesmerist 1, medium 1",Target takes –4 on initiative and Reflex saves.,25.0,25.0,25.0,0.0,25.0
Scroll of Lock Gaze,"bard 1, inquisitor 1, magus 1, sorcerer/wizard 1, witch 1, psychic 1, mesmerist 1",Compels the target to look only at you for the duration of the spell.,25.0,25.0,25.0,0.0,25.0
Scroll of Phantasmal Affliction,"mesmerist 2, psychic 3, sorcerer/wizard 3, witch 3",Convince a target that it contracted an aff liction.,375.0,450.0,0.0,0.0,375.0
Scroll of True Appraisal,"bard 1, cleric/oracle 1, inquisitor 1, occultist 1, witch 1",,25.0,0.0,25.0,0.0,25.0
Scroll of Selective Alarm,"bard 3, inquisitor 3, occultist 3, psychic 3, ranger 2, sorcerer/wizard 3, spiritualist 3, summoner/unchained summoner 3","As alarm, but only against selected creatures.",375.0,450.0,525.0,200.0,200.0
Scroll of Sow Thought,"bard 1, sorcerer/wizard 1, witch 1, psychic 1, mesmerist 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Ancestral Communion,"bard 2, cleric/oracle 2",,150.0,0.0,200.0,0.0,150.0
Scroll of Phantasmal Reminder,"antipaladin 3, bard 4, mesmerist 3, psychic 3, shaman 4, sorcerer/wizard 3, witch 3",,375.0,450.0,1000.0,0.0,375.0
Scroll of Animal Purpose Training,"antipaladin 1, bard 2, druid 2, inquisitor 1, paladin 1, ranger 1, shaman 2, witch 1, psychic 1",Animal gains a new general purpose.,150.0,0.0,200.0,25.0,25.0
Scroll of Memorize Page,"bard 1, sorcerer/wizard 1, witch 1, occultist 1, psychic 1, mesmerist 1",Target perfectly memorizes one page of information.,25.0,25.0,25.0,0.0,25.0
Scroll of Scales Of Deflection,"bloodrager 2, magus 3, occultist 3, paladin 3, psychic 3, sorcerer/wizard 3, spiritualist 3, summoner/unchained summoner 3",,375.0,450.0,0.0,525.0,375.0
Scroll of Assume Appearance,"alchemist 3, bard 3, medium 3, mesmerist 3, occultist 3, psychic 3, shaman 3, sorcerer/wizard 3, spiritualist 3, summoner/unchained summoner 3, witch 3"," Use a creature’s corpse to adopt its form.",375.0,450.0,525.0,0.0,375.0
Scroll of Deja Vu,"bard 1, mesmerist 1, psychic 1, sorcerer/wizard 1",Make a creature repeat its actions.,25.0,25.0,25.0,0.0,25.0
Scroll of Telempathic Projection,"mesmerist 1, psychic 1, spiritualist 1",Alter the target’s attitude or give bonuses to those interacting with the target.,0.0,0.0,0.0,0.0,0.0
Scroll of Shroud Of Innocuity,"bard 3, medium 3, mesmerist 3, psychic 3, shaman 3, sorcerer/wizard 3, witch 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Aphasia,"bard 1, mesmerist 1, psychic 1, sorcerer/wizard 1, witch 1",Prevent a target from understanding language.,25.0,25.0,25.0,0.0,25.0
Scroll of Reflexive Barrier,"magus 3, psychic 3",,0.0,0.0,0.0,0.0,0.0
Scroll of Hermean Potential,"medium 1, mesmerist 1, psychic 1, witch 1",,0.0,0.0,0.0,0.0,0.0
Scroll of Animus Mine,"mesmerist 2, psychic 3",,0.0,0.0,0.0,0.0,0.0
Scroll of Track Ship,"bard 2, cleric/oracle 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
"Scroll of Invisibility Bubble, Giant","bard 3, mesmerist 3, occultist 3, psychic 3, sorcerer/wizard 3, summoner/unchained summoner 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Mirage,"bard 3, druid 3, mesmerist 3, occultist 3, psychic 3, ranger 3",Create illusory terrain.,375.0,0.0,525.0,525.0,375.0
Scroll of Detect Relations,"bard 2, cleric/oracle 2, inquisitor 2, witch 2",,150.0,0.0,200.0,0.0,150.0
Scroll of Reveal Secrets,"bard 1, inquisitor 1, mesmerist 1, psychic 1, sorcerer/wizard 1, witch 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Animal Messenger,"bard 2, druid 2, ranger 1, shaman 2, psychic 2, mesmerist 2",Sends a Tiny animal to a specific place.,150.0,0.0,200.0,25.0,25.0
Scroll of Animal Trance,"bard 2, druid 2, psychic 2, mesmerist 2",Fascinates 2d6 HD of animals.,150.0,0.0,200.0,0.0,150.0
Scroll of Page-Bound Epiphany,"bard 2, cleric/oracle 2, magus 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Daze Monster,"bard 2, sorcerer/wizard 2, summoner/unchained summoner 1, witch 2, bloodrager 2, occultist 2, psychic 2, mesmerist 2, medium 2",Living creature of 6 HD or less loses next action.,150.0,200.0,200.0,0.0,150.0
Scroll of Dream,"bard 5, sorcerer/wizard 5, alchemist 5, psychic 4, mesmerist 4, spiritualist 5, medium 3",Sends message to anyone sleeping.,1125.0,1250.0,1625.0,0.0,1125.0
"Scroll of Enlarge Person, Mass","sorcerer/wizard 4, summoner 3, bloodrager 4, psychic 4, unchained summoner 4", 1 humanoid creature/level doubles in size.,700.0,800.0,0.0,0.0,700.0
Scroll of Hideous Laughter,"bard 1, sorcerer/wizard 2, psychic 2, mesmerist 1, medium 2",Subject loses actions for 1 round/ level.,150.0,200.0,25.0,0.0,25.0
"Scroll of Globe of Invulnerability, Lesser","sorcerer/wizard 4, occultist 4, psychic 4", Stops 1st- through 3rd-level spell effects.,700.0,800.0,0.0,0.0,700.0
Scroll of Hallucinatory Terrain,"bard 4, sorcerer/wizard 4, psychic 4, mesmerist 4","Makes one type of terrain appear like another (field as forest, or the like).",700.0,800.0,1000.0,0.0,700.0
Scroll of Illusory Wall,"sorcerer/wizard 4, occultist 4, psychic 4, mesmerist 4"," Wall, floor, or ceiling looks real, but anything can pass through.",700.0,800.0,0.0,0.0,700.0
"Scroll of Invisibility, Greater","bard 4, sorcerer/wizard 4, alchemist 4, summoner 3, inquisitor 4, antipaladin 4, occultist 4, psychic 4, mesmerist 4, spiritualist 4, unchained summoner 4, medium 3","As invisibility, but subject can attack and stay invisible.",700.0,800.0,1000.0,0.0,700.0
Scroll of Lay Of The Land,"cleric/oracle 2, bard 2, druid 2, ranger 2, witch 2",,150.0,0.0,200.0,200.0,150.0
Scroll of Phantasmal Killer,"sorcerer/wizard 4, witch 4, magus 4, bloodrager 4, psychic 4, mesmerist 4, spiritualist 4, medium 3", Fearsome illusion kills subject or deals 3d6 damage.,700.0,800.0,0.0,0.0,700.0
Scroll of Rainbow Pattern,"bard 4, sorcerer/wizard 4, psychic 4",Lights fascinate 24 HD of creatures.,700.0,800.0,1000.0,0.0,700.0
"Scroll of Reduce Person, Mass","sorcerer/wizard 4, summoner 3, bloodrager 4, psychic 4, unchained summoner 4"," As reduce person, but affects 1 humanoid creature/level.",700.0,800.0,0.0,0.0,700.0
Scroll of Resilient Sphere,"sorcerer/wizard 4, occultist 4, psychic 4", Force globe protects but traps one subject.,700.0,800.0,0.0,0.0,700.0
Scroll of Shout,"bard 4, sorcerer/wizard 4, magus 4, bloodrager 4, occultist 4, psychic 4",Deafens all within cone and deals 5d6 sonic damage.,700.0,800.0,1000.0,0.0,700.0
Scroll of Stoneskin,"druid 5, sorcerer/wizard 4, alchemist 4, summoner 3, inquisitor 4, magus 4, bloodrager 4, shaman 5, occultist 4, psychic 4, unchained summoner 4",Grants DR 10/adamantine.,700.0,800.0,0.0,0.0,700.0
Scroll of Telekinesis,"sorcerer/wizard 5, magus 5, occultist 5, psychic 4, spiritualist 5"," Moves object, attacks creature, or hurls object or creature.",1125.0,1250.0,0.0,0.0,1125.0
Scroll of Early Judgment,"cleric/oracle 2, inquisitor 2, witch 1",,150.0,0.0,0.0,0.0,150.0
Scroll of Fear,"bard 3, sorcerer/wizard 4, witch 4, inquisitor 4, antipaladin 4, bloodrager 4, shaman 4, occultist 4, psychic 4, mesmerist 3, spiritualist 4, medium 4",Subjects within cone flee for 1 round/level.,700.0,800.0,525.0,0.0,525.0
Scroll of Calcific Touch,"sorcerer/wizard 4, bloodrager 4, psychic 4","Touch attack slows target, 1d4 Dex damage.",700.0,800.0,0.0,0.0,700.0
Scroll of Cast Out,"inquisitor 3, psychic 4, medium 2",Does 2d8 damage +1/level (max +15) to creature and dispels an effect.,0.0,0.0,0.0,0.0,0.0
Scroll of Secret Speech,"bard 1, cleric/oracle 2, inquisitor 1, sorcerer/wizard 2",,150.0,200.0,25.0,0.0,25.0
"Scroll of Invigorate, Mass","bard 3, psychic 4, mesmerist 3","As invigorate, but multiple creatures.",0.0,0.0,525.0,0.0,525.0
Scroll of Suggestion,"bard 2, sorcerer/wizard 3, witch 3, occultist 3, psychic 2, mesmerist 2, medium 2",Compels subject to follow stated course of action.,375.0,450.0,200.0,0.0,200.0
"Scroll of Pain Strike, Mass","sorcerer/wizard 5, witch 5, psychic 4, spiritualist 5","As pain, but affects multiple creatures.",1125.0,1250.0,0.0,0.0,1125.0
Scroll of Touch of Idiocy,"sorcerer/wizard 2, witch 2, bloodrager 2, psychic 2, mesmerist 2, spiritualist 2, medium 2"," Subject takes 1d6 penalty to Int, Wis, and Cha.",150.0,200.0,0.0,0.0,150.0
Scroll of True Form,"druid 4, sorcerer/wizard 4, occultist 4, psychic 4",Removes polymorph effects.,700.0,800.0,0.0,0.0,700.0
Scroll of Wandering Star Motes,"bard 4, sorcerer/wizard 4, witch 4, shaman 4, occultist 4, psychic 4",Outlines subject and produces light as a sunrod.,700.0,800.0,1000.0,0.0,700.0
"Scroll of Age Resistance, Lesser","alchemist 3, druid 4, sorcerer/wizard 4, witch 4, occultist 3, psychic 4",Ignore penalties from middle age.,700.0,800.0,0.0,0.0,700.0
Scroll of Hold Animal,"druid 2, ranger 2, psychic 2, mesmerist 2",Paralyzes one animal for 1 round/level.,150.0,0.0,0.0,200.0,150.0
"Scroll of Darkvision, Greater","alchemist 4, antipaladin 4, ranger 4, sorcerer/wizard 4, occultist 4, psychic 4, medium 4",See 120 ft. in total darkness.,700.0,800.0,0.0,1000.0,700.0
"Scroll of False Life, Greater","alchemist 4, sorcerer/wizard 4, witch 4, bloodrager 4, shaman 4, occultist 4, psychic 4, mesmerist 3, spiritualist 4, medium 3",Gain 2d10 temporary hp + 1/level.,700.0,800.0,0.0,0.0,700.0
Scroll of Force Hook Charge,"magus 3, bloodrager 3, psychic 4",Hook of force drags you to the target.,0.0,0.0,0.0,0.0,0.0
"Scroll of Interrogation, Greater","inquisitor 4, psychic 4","As interrogation, except with more pain and more questions.",0.0,0.0,0.0,0.0,0.0
Scroll of Confess,"inquisitor 2, psychic 2, mesmerist 2",Creature answers question truthfully or takes 1d6 damage/two levels (max 5d6).,0.0,0.0,0.0,0.0,0.0
